energy,tempo,danceability,playlist_genre,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,playlist_subgenre,type,label_kaggle
0.659,143.554,0.388,folk,0.0943,0.401,Vance Joy,4.0,0.0308,67,Dream Your Life Away (Deluxe Edition),Indie Folk,Georgia,2014-08-05,0.000315,1.0,11.0,230507.0,indie,audio_features,0
0.325,154.198,0.381,folk,0.113,0.208,Gregory Alan Isakov,3.0,0.0305,62,The Weatherman,Indie Folk,Second Chances,2013-07-09,0.0925,1.0,4.0,229227.0,indie,audio_features,0
0.652,101.243,0.509,folk,0.29,0.742,The Barr Brothers,4.0,0.0431,56,Sleeping Operator,Indie Folk,Even the Darkness Has Arms,2014-10-06,0.143,1.0,11.0,230518.0,indie,audio_features,0
0.399,141.932,0.571,folk,0.0926,0.612,Caamp,4.0,0.0364,67,Caamp,Indie Folk,Vagabond,2016-03-08,0.0146,1.0,4.0,129464.0,indie,audio_features,0
0.724,102.03,0.487,folk,0.213,0.546,The Head And The Heart,4.0,0.0289,60,Signs of Light,Indie Folk,All We Ever Knew,2016-09-09,1.03e-05,1.0,0.0,225560.0,indie,audio_features,0
0.492,77.585,0.521,folk,0.118,0.301,Nathaniel Rateliff,4.0,0.0297,59,And It’s Still Alright,Indie Folk,And It's Still Alright,2020-02-14,0.619,1.0,3.0,235747.0,indie,audio_features,0
0.363,107.953,0.672,folk,0.113,0.385,"Noah Kahan, Gregory Alan Isakov",4.0,0.033,60,Stick Season (Forever),Indie Folk,Paul Revere (with Gregory Alan Isakov),2024-02-09,5.14e-06,1.0,2.0,213313.0,indie,audio_features,0
0.423,91.044,0.681,folk,0.0925,0.439,"Goodnight, Texas",4.0,0.0253,55,A Long Life of Living,American Folk,The Railroad,2012-10-02,0.512,1.0,0.0,250240.0,american,audio_features,0
0.519,105.101,0.5,folk,0.0759,0.875,Poor Man's Poison,4.0,0.0464,64,Providence,American Folk,Providence,2014-01-28,1.16e-05,0.0,4.0,183533.0,american,audio_features,0
0.368,116.221,0.657,folk,0.109,0.522,Watchhouse,4.0,0.0281,64,Such Jubilee,American Folk,Old Ties and Companions,2015-05-05,0.00293,1.0,7.0,188947.0,american,audio_features,0
0.105,52.946,0.653,folk,0.114,0.231,"Emmylou Harris, Alison Krauss, Gillian Welch",4.0,0.0454,50,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",American Folk,Didn't Leave Nobody But The Baby,2000-12-05,0.0,0.0,10.0,117800.0,american,audio_features,0
0.124,139.584,0.473,folk,0.126,0.476,"Colter Wall, Tyler Childers",4.0,0.0339,65,Colter Wall,American Folk,Fraulein (feat. Tyler Childers),2017-05-12,3.49e-05,1.0,7.0,143000.0,american,audio_features,0
0.723,77.143,0.301,mandopop,0.0851,0.359,告五人,1.0,0.286,54,從未見過的海,Mandopop Hits,從未見過的海 (Netflix 影集《影后》序曲),2024-11-08,0.000303,1.0,2.0,301827.0,modern,audio_features,0
0.423,129.511,0.529,mandopop,0.154,0.223,陳華,4.0,0.0293,59,這麼多年 - 電影《我想和你在一起》插曲,Mandopop Hits,這麼多年 - 電影《我想和你在一起》插曲,2024-06-07,0.0,1.0,3.0,252000.0,modern,audio_features,0
0.471,135.996,0.539,mandopop,0.1,0.271,"Nicky Lee, 郑润泽",4.0,0.0415,49,介质,Mandopop Hits,介质,2024-11-08,0.0,1.0,4.0,243356.0,modern,audio_features,0
0.482,139.842,0.463,mandopop,0.256,0.416,Eric Chou,4.0,0.0265,57,想念你想我,Mandopop Hits,想念你想我,2024-11-15,0.0,1.0,9.0,240462.0,modern,audio_features,0
0.579,131.92,0.532,mandopop,0.323,0.362,邱軍,3.0,0.03,63,情歌手,Mandopop Hits,運轉人生 - 影集《華麗計程車行》插曲,2024-02-23,0.0,1.0,0.0,208274.0,modern,audio_features,0
0.253,130.006,0.531,mandopop,0.174,0.255,DIOR 大穎,4.0,0.0367,58,有天會再相見,Mandopop Hits,有天會再相見,2024-09-02,0.0,1.0,3.0,275257.0,modern,audio_features,0
0.858,127.981,0.704,mandopop,0.0998,0.608,Energy,4.0,0.103,50,Here I Am,Mandopop Hits,星期五晚上,2024-05-02,0.0,1.0,1.0,218351.0,modern,audio_features,0
0.573,169.933,0.496,mandopop,0.107,0.122,艾薇,4.0,0.0629,48,不愛就不愛,Mandopop Hits,不愛就不愛,2024-11-02,4.97e-06,0.0,5.0,197764.0,modern,audio_features,0
0.758,90.949,0.636,mandopop,0.0678,0.586,小男孩樂團,4.0,0.0379,48,Hey Girl (Netflix影集《影后》片尾曲),Mandopop Hits,Hey Girl - Netflix影集《影后》片尾曲,2024-11-15,0.0,1.0,7.0,230769.0,modern,audio_features,0
0.671,76.037,0.592,mandopop,0.318,0.207,"高爾宣 OSN, Patrick Brasca",4.0,0.0393,63,Hold On,Mandopop Hits,Hold On,2024-06-14,0.0,1.0,9.0,180122.0,modern,audio_features,0
0.35,180.059,0.436,mandopop,0.438,0.317,芒果醬 Mango Jump,3.0,0.0348,53,月亮,Mandopop Hits,月亮,2024-09-17,0.0,1.0,4.0,257500.0,modern,audio_features,0
0.367,137.9,0.448,mandopop,0.177,0.356,"王赫野, 姚晓棠",4.0,0.032,59,天赐的声音第五季 第1期 (Live),Mandopop Hits,最后一页 - Live,2024-04-26,0.0,1.0,4.0,280416.0,modern,audio_features,0
0.68,144.201,0.41,mandopop,0.116,0.252,蕭秉治,4.0,0.0339,46,我對你的愛沒有盡頭,Mandopop Hits,我對你的愛沒有盡頭,2024-11-07,0.0,1.0,0.0,250082.0,modern,audio_features,0
0.68,100.008,0.601,mandopop,0.271,0.775,"李浩瑋 Howard Lee, Patrick Brasca",4.0,0.0943,46,泡沫,Mandopop Hits,泡沫,2024-11-15,0.0,1.0,9.0,182407.0,modern,audio_features,0
0.577,130.368,0.651,cantopop,0.0714,0.587,Samantha Lam,4.0,0.0373,19,偶遇2000精選,Cantopop Essentials,初戀,2000-07-24,1.81e-05,0.0,1.0,227733.0,classic,audio_features,0
0.773,149.715,0.676,cantopop,0.0831,0.764,Alan Tam,4.0,0.0453,29,浪漫經典,Cantopop Essentials,愛情陷阱,2008-01-01,0.0,1.0,0.0,230773.0,classic,audio_features,0
0.375,109.462,0.662,cantopop,0.169,0.28,Alan Tam,4.0,0.0275,28,浪漫經典,Cantopop Essentials,朋友 - 電影「龍兄虎弟」歌曲,2008-01-01,0.0,1.0,7.0,284893.0,classic,audio_features,0
0.2,125.939,0.65,cantopop,0.131,0.18,Alan Tam,4.0,0.0373,32,浪漫經典第二輯,Cantopop Essentials,一生中最愛 - 電影《雙城故事》歌曲,2008-01-01,5.29e-05,1.0,3.0,260800.0,classic,audio_features,0
0.404,139.757,0.488,cantopop,0.0963,0.176,Alan Tam,4.0,0.0266,11,廣東經典101 Vol.2,Cantopop Essentials,雨夜的浪漫,2014-01-01,0.0,0.0,4.0,258280.0,classic,audio_features,0
0.384,144.798,0.308,cantopop,0.172,0.226,Priscilla Chan,4.0,0.032,15,極品天碟 陳慧嫻,Cantopop Essentials,夜機,2011-01-01,0.0,0.0,4.0,272373.0,classic,audio_features,0
0.599,97.549,0.719,cantopop,0.148,0.367,Shirley Kwan,4.0,0.0219,14,MY FAVORITE SK,Cantopop Essentials,難得有情人,2013-01-01,0.000631,0.0,4.0,221827.0,classic,audio_features,0
0.45,128.022,0.616,cantopop,0.103,0.368,Vivian Lai,4.0,0.0401,27,真經典 - 黎瑞恩,Cantopop Essentials,多情,2001-01-01,0.0,1.0,10.0,249373.0,classic,audio_features,0
0.43,160.0,0.619,cantopop,0.207,0.379,Vivian Lai,4.0,0.0304,39,真經典 - 黎瑞恩,Cantopop Essentials,一人有一個夢想,2001-01-01,0.0,1.0,4.0,230027.0,classic,audio_features,0
0.893,114.058,0.764,cantopop,0.0336,0.977,"Sandy Lam, Wong Kei Wah",4.0,0.0385,28,都市觸覺第三輯 (Faces And Places),Cantopop Essentials,傾斜,1990-08-28,0.00487,1.0,7.0,261427.0,classic,audio_features,0
0.489,77.956,0.489,cantopop,0.214,0.243,Sandy Lam,4.0,0.0279,20,放縱,Cantopop Essentials,放縱,2011-04-04,6.49e-06,0.0,7.0,280267.0,classic,audio_features,0
0.744,125.986,0.843,cantopop,0.0877,0.962,Sandy Lam,4.0,0.0343,31,灰色,Cantopop Essentials,灰色,2009-04-06,7.13e-06,0.0,9.0,240360.0,classic,audio_features,0
0.363,78.565,0.482,cantopop,0.0594,0.202,Jacky Cheung,4.0,0.03,18,絲絲記憶情歌精選,Cantopop Essentials,SMILE AGAIN 瑪莉亞,2013-01-01,1.91e-05,0.0,7.0,299533.0,classic,audio_features,0
0.4,144.692,0.513,cantopop,0.0918,0.193,Jacky Cheung,4.0,0.0326,32,絲絲記憶情歌精選,Cantopop Essentials,Amour,2013-01-01,3.84e-06,1.0,9.0,262947.0,classic,audio_features,0
0.335,88.267,0.565,cantopop,0.0821,0.322,Jacky Cheung,4.0,0.0294,39,絲絲記憶情歌精選,Cantopop Essentials,月半彎,2013-01-01,2.04e-05,1.0,5.0,230027.0,classic,audio_features,0
0.358,181.78,0.419,cantopop,0.0942,0.392,Jacky Cheung,4.0,0.0456,38,絲絲記憶情歌精選,Cantopop Essentials,情已逝,2013-01-01,5.08e-05,0.0,0.0,285133.0,classic,audio_features,0
0.238,142.425,0.5,cantopop,0.119,0.158,Jacky Cheung,4.0,0.0533,25,絲絲記憶情歌精選,Cantopop Essentials,輕撫妳的臉,2013-01-01,0.0,1.0,7.0,209253.0,classic,audio_features,0
0.374,130.241,0.565,cantopop,0.151,0.199,Jacky Cheung,4.0,0.0312,18,絲絲記憶情歌精選,Cantopop Essentials,絲絲記憶 - 電影「錯點鴛鴦」主題曲,2013-01-01,0.0,1.0,10.0,187533.0,classic,audio_features,0
0.376,70.101,0.537,cantopop,0.106,0.332,Andy Lau,4.0,0.0353,22,復黑王 - 可不可以 - 劉德華,Cantopop Essentials,可不可以,2006-01-01,9.55e-06,1.0,6.0,282493.0,classic,audio_features,0
0.462,120.999,0.443,cantopop,0.111,0.239,Sally Yeh,4.0,0.0329,24,葉蒨文25週年經典金曲32首,Cantopop Essentials,情人知己,2004-12-02,0.0,1.0,8.0,272000.0,classic,audio_features,0
0.745,134.172,0.617,cantopop,0.0764,0.498,Sally Yeh,4.0,0.027,23,葉蒨文25週年經典金曲32首,Cantopop Essentials,女人的弱點,2004-12-02,0.0,1.0,9.0,347000.0,classic,audio_features,0
0.422,74.683,0.584,cantopop,0.0868,0.19,Sally Yeh,4.0,0.0295,15,葉蒨文25週年經典金曲32首,Cantopop Essentials,阿信的故事,2004-12-02,0.00316,1.0,9.0,216000.0,classic,audio_features,0
0.342,181.047,0.234,cantopop,0.124,0.268,Sally Yeh,4.0,0.0354,21,葉蒨文25週年經典金曲32首,Cantopop Essentials,零時十分,2004-12-02,0.000379,1.0,0.0,201827.0,classic,audio_features,0
0.311,76.951,0.311,cantopop,0.195,0.369,Beyond,4.0,0.0323,18,Beyond 24K Mastersonic Compilation,Cantopop Essentials,海闊天空,1992-07-31,0.0,1.0,5.0,239507.0,classic,audio_features,0
0.892,152.98,0.499,cantopop,0.0996,0.457,Beyond,4.0,0.0694,34,Beyond 24K Mastersonic Compilation,Cantopop Essentials,我是憤怒,1992-07-31,5.84e-05,0.0,11.0,252160.0,classic,audio_features,0
0.445,143.998,0.543,cantopop,0.0586,0.152,Beyond,4.0,0.0277,17,Beyond 24K Mastersonic Compilation,Cantopop Essentials,情人,1992-07-31,1.3e-05,1.0,0.0,317000.0,classic,audio_features,0
0.539,89.129,0.217,cantopop,0.0658,0.312,Beyond,4.0,0.0402,27,華納廿三週年紀念精選系列 - Beyond,Cantopop Essentials,早班火車,1992-07-31,3.69e-05,1.0,2.0,351507.0,classic,audio_features,0
0.559,120.055,0.674,indian,0.194,0.683,Meghdeep Bose,3.0,0.0303,20,Aa Vasant Rajni,Indian Classical,Aa Vasant Rajni,2023-02-18,0.000139,1.0,9.0,289972.0,classical,audio_features,0
0.552,139.892,0.422,indian,0.116,0.236,"Abhijit Pohankar, Ramakant Gaikwad, Samarth Desai, Amit Mishra",3.0,0.036,20,Akeli Dar Lage,Indian Classical,Akeli Dar Lage,2023-10-06,0.217,1.0,6.0,244975.0,classical,audio_features,0
0.612,170.021,0.375,indian,0.48,0.445,"Abby V, Ricky Kej, Sivaangi Krishnakumar",4.0,0.132,20,Aarambh,Indian Classical,Mangal Din,2023-11-24,7.71e-06,1.0,5.0,275000.0,classical,audio_features,0
0.372,198.004,0.326,indian,0.25,0.242,"Madhubanti Bagchi, Shashwat Sachdev",4.0,0.268,20,Article 370,Indian Classical,Najariya LoFi Cake Mix,2024-02-19,0.46,1.0,8.0,156900.0,classical,audio_features,0
0.609,110.016,0.674,indian,0.105,0.113,"Abby V, Ricky Kej, Benny Dayal",4.0,0.0476,23,Jaa Kaga,Indian Classical,Jaa Kaga,2023-10-20,1.17e-06,1.0,1.0,310320.0,classical,audio_features,0
0.779,150.04,0.269,indian,0.0892,0.384,"Shankar-Ehsaan-Loy, Farid Hasan, Mohammed Aman",3.0,0.0519,36,Bandish Bandits (Original Series Soundtrack),Indian Classical,Garaj Garaj Jugalbandi,2020-07-27,1.73e-06,1.0,2.0,330922.0,classical,audio_features,0
0.86,103.146,0.385,indian,0.295,0.737,"Jazim Sharma, Kumar Sharma, Kathak Rockers",4.0,0.114,19,Garjat Aayi Re,Indian Classical,Garjat Aayi Re - Miyan Malhaar - Teentaal,2023-06-01,2.83e-05,1.0,7.0,359834.0,classical,audio_features,0
0.739,146.046,0.679,indian,0.231,0.755,"Jordan Sandhu, Mehar Vaani, Desi Crew",4.0,0.161,29,Black Effect,Bhangra Bangers,Black Effect,2022-01-07,0.0,0.0,4.0,175890.0,bhangra,audio_features,0
0.659,154.956,0.783,indian,0.354,0.803,Prem Dhillon,4.0,0.313,49,Majha Block,Bhangra Bangers,Majha Block,2020-11-20,0.0,0.0,4.0,249290.0,bhangra,audio_features,0
0.92,167.895,0.792,indian,0.224,0.968,"Sharry Mann, Mista Baaz",4.0,0.219,32,Peg Te Bhangra,Bhangra Bangers,Peg Te Bhangra,2024-06-21,0.0,0.0,9.0,177339.0,bhangra,audio_features,0
0.845,92.0,0.771,indian,0.313,0.62,"Mankirt Aulakh, Gurlez Akhtar",4.0,0.201,53,8 Raflaan (feat. Gurlez Akhtar),Bhangra Bangers,8 Raflaan (feat. Gurlez Akhtar),2021-03-23,0.0,0.0,5.0,115258.0,bhangra,audio_features,0
0.838,173.712,0.682,indian,0.265,0.835,"Dilpreet Dhillon, Sultaan, Desi Crew",4.0,0.317,51,Killa,Bhangra Bangers,Killa,2024-08-20,0.0,0.0,1.0,217931.0,bhangra,audio_features,0
0.737,81.022,0.736,indian,0.0784,0.504,"Surjit Bhullar, Mista Baaz",4.0,0.0462,20,Munda Inj Da Nahi,Bhangra Bangers,Munda Inj Da Nahi,2024-11-20,0.0,0.0,11.0,168889.0,bhangra,audio_features,0
0.668,167.913,0.69,indian,0.252,0.781,"K.S Makhan, Manpreet Hans, Laddi Gill",4.0,0.193,28,Jatt Zindabad,Bhangra Bangers,Jatt Zindabad,2024-11-07,0.0,0.0,5.0,215357.0,bhangra,audio_features,0
0.674,89.791,0.649,indian,0.0322,0.486,Khan Bhaini,4.0,0.214,58,Sunke,Bhangra Bangers,Sunke,2024-10-15,0.0,1.0,10.0,159011.0,bhangra,audio_features,0
0.803,82.552,0.692,indian,0.359,0.894,"Dhira Gill, Aman Hayer, Saab Pangota",4.0,0.268,20,Sada Daur,Bhangra Bangers,Sada Daur,2024-11-14,7.27e-05,1.0,1.0,189320.0,bhangra,audio_features,0
0.826,175.959,0.542,indian,0.432,0.355,"Sippy Gill, Mxrci",4.0,0.15,41,Circus,Bhangra Bangers,Gutt,2024-10-16,0.0,0.0,7.0,180391.0,bhangra,audio_features,0
0.953,109.965,0.762,indian,0.0847,0.787,"Kulwinder Kaily, Gurlez Akhtar",4.0,0.208,20,Sarpanchi,Bhangra Bangers,Sarpanchi,2018-04-20,0.0,0.0,8.0,241890.0,bhangra,audio_features,0
0.85,80.042,0.754,indian,0.389,0.789,"Korala Maan, Youngstarr Pop Boy",4.0,0.128,47,Munda Maanaa Da,Bhangra Bangers,Gadaar,2024-10-07,0.0,0.0,8.0,193500.0,bhangra,audio_features,0
0.829,89.972,0.783,indian,0.0793,0.835,Ammy Virk,4.0,0.219,44,Dabde Ni,Bhangra Bangers,Dabde Ni,2021-11-07,0.0,0.0,8.0,207663.0,bhangra,audio_features,0
0.446,80.033,0.788,lofi,0.273,0.545,Idealism,4.0,0.0693,13,rainy evening,Lofi Hip Hop,controlla,2017-08-30,0.694,1.0,6.0,108000.0,hip-hop,audio_features,0
0.446,80.002,0.79,lofi,0.0933,0.222,LoFi Waiter,4.0,0.052,56,Coffee Sunrise,Lofi Hip Hop,The Girl With the Cappuccino,2020-09-18,0.931,0.0,9.0,114203.0,hip-hop,audio_features,0
0.479,132.96,0.542,lofi,0.171,0.217,Sleepy Tom,4.0,0.039,50,"Ghibli, Anime & Chill",Lofi Hip Hop,The Girl Who Fell From The Sky (Laputa),2021-04-30,0.647,0.0,0.0,91726.0,hip-hop,audio_features,0
0.415,74.989,0.701,lofi,0.109,0.326,"Otaku, LoFi Waiter",4.0,0.0663,55,Ghibli Lofi,Lofi Hip Hop,One summer's day,2021-08-27,0.886,1.0,0.0,127058.0,hip-hop,audio_features,0
0.487,139.914,0.655,lofi,0.271,0.0454,RŮDE,4.0,0.033,61,Eternal Youth,Lofi Hip Hop,Eternal Youth,2017-08-07,0.897,1.0,6.0,205766.0,hip-hop,audio_features,0
0.307,150.456,0.635,lofi,0.0928,0.408,"Otaku, LoFi Waiter",4.0,0.0446,53,Ghibli Lofi,Lofi Hip Hop,The Girl Who Fell from the Sky,2021-08-27,0.904,0.0,0.0,115217.0,hip-hop,audio_features,0
0.34,139.993,0.714,lofi,0.1,0.176,"Otaku, LoFi Waiter",4.0,0.0534,49,Anime Lofi Vol. 1,Lofi Hip Hop,Unravel (Tokyo Ghoul),2021-03-12,0.871,1.0,8.0,127911.0,hip-hop,audio_features,0
0.229,70.013,0.58,lofi,0.104,0.127,Otaku,4.0,0.0308,48,Anime Lofi Vol. 1,Lofi Hip Hop,Blue Bird (Naruto),2021-03-12,0.856,0.0,1.0,111848.0,hip-hop,audio_features,0
0.562,85.022,0.788,lofi,0.339,0.202,Sleepy Tom,4.0,0.0685,48,"Ghibli, Anime & Chill",Lofi Hip Hop,One Summer's Day (Spirited Away),2021-04-30,0.729,0.0,11.0,135529.0,hip-hop,audio_features,0
0.409,86.008,0.789,lofi,0.0721,0.383,Dylan Sitts,4.0,0.0471,37,Rain Check,Lofi Hip Hop,Rain Check,2019-09-13,0.93,1.0,3.0,136619.0,hip-hop,audio_features,0
0.201,88.107,0.639,lofi,0.124,0.4,"Eden Elf, Ren Avel",4.0,0.0526,44,get better,Lofi Hip Hop,get better,2022-05-13,2.26e-05,0.0,7.0,111735.0,hip-hop,audio_features,0
0.276,141.957,0.679,lofi,0.354,0.302,"mommy, Philanthrope",4.0,0.0566,42,Inaudible,Lofi Hip Hop,everything you say,2018-11-21,0.869,0.0,11.0,158500.0,hip-hop,audio_features,0
0.262,75.082,0.733,lofi,0.102,0.393,Otaku,4.0,0.0627,55,Ghibli Lofi,Lofi Hip Hop,Marco and Gina,2021-08-27,0.854,1.0,8.0,109217.0,hip-hop,audio_features,0
0.222,139.991,0.74,lofi,0.0782,0.148,Otaku,4.0,0.0586,44,Anime Lofi Vol. 1,Lofi Hip Hop,Again (Full Metal),2021-03-12,0.918,0.0,4.0,113804.0,hip-hop,audio_features,0
0.547,71.976,0.733,lofi,0.383,0.295,"Kudasaibeats, Biskwiq",4.0,0.203,42,Good Morning Say It Back,Lofi Hip Hop,The Girl I Haven't Met (Biskwiq Flip),2018-05-06,0.00537,1.0,8.0,194220.0,hip-hop,audio_features,0
0.445,78.738,0.491,lofi,0.209,0.184,Sarcastic Sounds,4.0,0.384,36,Laugh,Lofi Hip Hop,Laugh,2020-06-26,0.000115,1.0,11.0,127603.0,hip-hop,audio_features,0
0.531,139.947,0.432,lofi,0.108,0.164,Ren Avel,4.0,0.0572,29,Future Sight,Lofi Hip Hop,Ocarina of Time (The Legend of Zelda),2022-06-24,0.808,1.0,0.0,108857.0,hip-hop,audio_features,0
0.495,124.03,0.854,lofi,0.0928,0.807,Sleepy Tom,3.0,0.0731,46,"Ghibli, Anime & Chill",Lofi Hip Hop,Always With Me (Spirited Away),2021-04-30,0.849,1.0,5.0,81336.0,hip-hop,audio_features,0
0.441,100.023,0.656,lofi,0.182,0.315,Ren Avel,4.0,0.0325,30,Future Sight,Lofi Hip Hop,Blue Bird (Naruto Shippuden),2022-06-24,0.905,0.0,6.0,116400.0,hip-hop,audio_features,0
0.504,81.42,0.633,lofi,0.245,0.263,Sarcastic Sounds,4.0,0.0623,34,Scared of the World,Lofi Hip Hop,Scared of the World,2020-07-31,0.205,0.0,10.0,84782.0,hip-hop,audio_features,0
0.433,115.979,0.87,lofi,0.124,0.442,Ren Avel,4.0,0.0503,39,Eternal Ride vol.II,Lofi Hip Hop,Fairy Fountain (The Legend of Zelda),2021-05-21,0.849,1.0,7.0,120517.0,hip-hop,audio_features,0
0.583,143.968,0.757,lofi,0.102,0.633,Ren Avel,4.0,0.0501,28,Future Sight,Lofi Hip Hop,Comedy (Spy x Family),2022-06-24,0.936,1.0,4.0,85000.0,hip-hop,audio_features,0
0.338,152.033,0.748,lofi,0.312,0.377,Sarcastic Sounds,1.0,0.0654,33,I Miss You,Lofi Hip Hop,I Miss You,2019-04-02,0.88,1.0,11.0,118618.0,hip-hop,audio_features,0
0.418,160.004,0.715,lofi,0.308,0.601,Ren Avel,4.0,0.0393,30,Future Sight,Lofi Hip Hop,Lost in Paradise (Jujutsu Kaisen),2022-06-24,0.913,1.0,1.0,105000.0,hip-hop,audio_features,0
0.296,75.012,0.49,lofi,0.106,0.339,Otaku,4.0,0.0301,53,Ghibli Lofi,Lofi Hip Hop,Aryetti's Song,2021-08-27,0.862,0.0,3.0,115617.0,hip-hop,audio_features,0
0.425,87.007,0.652,lofi,0.0957,0.588,"Tom Doolie, Cap Kendricks",4.0,0.0358,40,Field Notes,Lofi Hip Hop,Stay and Wander,2019-03-22,0.875,1.0,5.0,112000.0,hip-hop,audio_features,0
0.302,127.159,0.548,lofi,0.314,0.546,chief.,4.0,0.12,40,late nights,Lofi Hip Hop,sorry,2017-12-08,0.893,1.0,10.0,77922.0,hip-hop,audio_features,0
0.31,188.179,0.558,lofi,0.147,0.395,"Nymano, Pandrezz",4.0,0.373,44,Hometown,Lofi Hip Hop,Fireworks,2018-10-17,0.934,0.0,5.0,138000.0,hip-hop,audio_features,0
0.313,140.98,0.571,lofi,0.0937,0.323,Ren Avel,3.0,0.0398,29,Future Sight,Lofi Hip Hop,Rosalina's Comet Observatory (Super Mario Galaxy),2022-06-24,0.948,1.0,2.0,92340.0,hip-hop,audio_features,0
0.35,118.009,0.811,lofi,0.105,0.635,"Glimlip, Louk, Elior",4.0,0.0439,45,Peach,Lofi Hip Hop,Peach,2019-10-23,0.907,1.0,1.0,136525.0,hip-hop,audio_features,0
0.241,80.782,0.808,lofi,0.109,0.417,twuan,4.0,0.18,27,STAY HOME,Lofi Hip Hop,CHASE,2019-05-07,0.888,0.0,8.0,126317.0,hip-hop,audio_features,0
0.382,108.745,0.498,lofi,0.246,0.141,"Hanz, emawk",5.0,0.104,40,Ambivalence,Lofi Hip Hop,Ambivalence,2018-11-01,0.15,0.0,11.0,151798.0,hip-hop,audio_features,0
0.322,173.988,0.624,lofi,0.643,0.381,Kupla,4.0,0.135,33,Coniferous,Lofi Hip Hop,Tiny Sailboat,2019-09-02,0.878,1.0,0.0,150882.0,hip-hop,audio_features,0
0.399,94.96,0.693,lofi,0.0964,0.231,Ren Avel,4.0,0.027,29,Future Sight,Lofi Hip Hop,Again (Fullmetal Alchemist),2022-06-24,0.9,0.0,4.0,135158.0,hip-hop,audio_features,0
0.26,127.986,0.698,lofi,0.107,0.366,"Philanthrope, Sleepy Fish",4.0,0.0745,40,Chillhop Daydreams 2,Lofi Hip Hop,Space Cadet,2019-08-21,0.911,1.0,8.0,142500.0,hip-hop,audio_features,0
0.464,114.046,0.782,lofi,0.364,0.375,Ren Avel,4.0,0.0405,33,Future Sight,Lofi Hip Hop,Driver's High (GTO),2022-06-24,0.794,1.0,4.0,125263.0,hip-hop,audio_features,0
0.283,79.023,0.621,lofi,0.106,0.47,Tom Doolie,4.0,0.0657,29,"smwhere, smtime",Lofi Hip Hop,Blue Book,2020-03-27,0.904,1.0,1.0,147938.0,hip-hop,audio_features,0
0.157,76.85,0.503,lofi,0.11,0.13,"drkmnd, Arbour",4.0,0.127,45,Interstellar,Lofi Hip Hop,Interstellar,2019-01-14,0.808,1.0,11.0,164800.0,hip-hop,audio_features,0
0.0551,130.006,0.656,lofi,0.0807,0.194,LoFi Waiter,4.0,0.0573,47,Time Fragments,Lofi Hip Hop,2AM Study,2022-01-07,0.958,0.0,10.0,45466.0,hip-hop,audio_features,0
0.147,128.563,0.466,lofi,0.232,0.364,LoFi Waiter,4.0,0.047,46,Time Fragments,Lofi Hip Hop,I Miss You,2022-01-07,0.433,0.0,1.0,42442.0,hip-hop,audio_features,0
0.203,130.54,0.573,lofi,0.327,0.0391,LoFi Waiter,4.0,0.0384,45,Time Fragments,Lofi Hip Hop,At the Library,2022-01-07,0.939,0.0,5.0,35375.0,hip-hop,audio_features,0
0.66,124.978,0.692,lofi,0.502,0.311,Ren Avel,4.0,0.0292,33,Eternal Ride vol.II,Lofi Hip Hop,Cha La Head Cha La (Dragon Ball Z),2021-05-21,0.933,1.0,2.0,119880.0,hip-hop,audio_features,0
0.0669,130.062,0.755,lofi,0.108,0.236,LoFi Waiter,4.0,0.0599,45,Time Fragments,Lofi Hip Hop,Unrushed,2022-01-07,0.737,0.0,1.0,47101.0,hip-hop,audio_features,0
0.246,129.998,0.893,lofi,0.0981,0.849,LoFi Waiter,4.0,0.0677,44,Time Fragments,Lofi Hip Hop,Childhood Fragments,2022-01-07,0.939,0.0,4.0,44317.0,hip-hop,audio_features,0
0.373,150.104,0.769,lofi,0.108,0.242,Ren Avel,4.0,0.0756,33,Future Sight,Lofi Hip Hop,ODDTAXI (ODDTAXI),2022-06-24,0.931,1.0,10.0,112533.0,hip-hop,audio_features,0
0.192,90.014,0.789,lofi,0.147,0.437,"Ngyn, nitsua.",4.0,0.0798,47,should have never met you,Lofi Hip Hop,should have never met you,2020-10-16,0.781,0.0,11.0,114868.0,hip-hop,audio_features,0
0.208,80.021,0.532,lofi,0.102,0.366,"Chilled Cougar, LoFi Waiter",4.0,0.0409,55,Lofi Rain,Lofi Hip Hop,Lofi Rain,2020-10-30,0.929,1.0,0.0,120000.0,hip-hop,audio_features,0
0.412,108.038,0.648,lofi,0.113,0.333,Ren Avel,4.0,0.0269,29,Future Sight,Lofi Hip Hop,Departure! (Hunter x Hunter),2022-06-24,0.92,1.0,3.0,112500.0,hip-hop,audio_features,0
0.42,70.024,0.528,lofi,0.13,0.0484,Shierro,4.0,0.0328,44,Disconnected,Lofi Hip Hop,Flames to Dust,2021-07-30,0.888,0.0,5.0,153973.0,hip-hop,audio_features,0
0.473,160.02,0.695,lofi,0.135,0.773,Altair Blake,4.0,0.0956,44,Let You Go,Lofi Hip Hop,Sunset,2020-10-23,0.26,1.0,7.0,121500.0,hip-hop,audio_features,0
